id,name,price,location_lat,location_long,score_upvotes,score_views,creator_id,creator_is_premium,tags,start,end
1935,lobortis est phasellus sit,,32.128286,-96.522091,1889,15112,c5a9a437-2178-4452-b9ab-e536248a0f4b,TRUE,Public-key|Progressive|framework|Optimized,2021-04-15T06:21:09,2021-07-04T06:43:56
1936,imperdiet et,47.76,32.521022,-96.182252,1521,9126,10911190-d775-4663-b127-4a082e83e8c0,FALSE,Compatible|standardization|full-range|encompassing,2021-03-02T00:47:12,2021-05-16T09:11:19
1937,quis turpis sed ante vivamus tortor duis mattis,98.54,32.43965,-96.067681,2263,27156,022d6539-0f57-41b4-b227-612cd29cdf01,FALSE,Customizable|utilisation|time-frame,2021-04-28T11:04:34,2021-08-28T15:31:48
1938,nulla tempus vivamus in felis,,32.863371,-96.232194,441,2646,46834dee-c0f6-4743-84c3-e24704063e05,FALSE,approach|coherent|static|Ameliorated,2021-07-27T00:32:34,2021-12-07T17:21:42
1939,sit amet erat nulla,42.41,32.227299,-96.651974,1903,15224,a8582ec4-4de2-45b7-b955-a62abfdef154,FALSE,bifurcated|Automated|challenge,2021-06-15T09:24:07,2021-11-03T09:56:54
1940,mus vivamus vestibulum,76.26,32.014467,-96.514049,1119,10071,fe0c0998-b090-4195-bb51-7731e5ad360e,TRUE,solution|multi-state,2021-02-06T11:02:22,2021-06-12T16:22:52
1941,nisl aenean lectus pellentesque eget nunc donec quis,66.17,32.538995,-96.912045,2379,16653,e2149d3c-5248-42aa-9bb5-cbd936a03423,TRUE,Intuitive|actuating|help-desk,2021-08-30T12:09:55,2021-09-23T16:42:45
1942,tincidunt eget tempus,39.21,32.482895,-96.901838,493,1972,54d8e44a-b3ad-4bef-88c5-1b51728e5049,FALSE,Centralized,2021-01-09T11:15:09,2021-09-06T13:44:28
1943,in blandit ultrices enim lorem ipsum dolor sit,25.3,32.569387,-96.323123,1812,14496,2002c486-fa12-4768-a4b1-c4199fc79a7a,FALSE,Total|ability|empowering|Adaptive|object-oriented,2021-06-23T06:52:52,2021-07-15T16:09:24
1944,habitasse platea dictumst maecenas,70.62,32.065553,-96.41515,1609,11263,67a8dbac-c5f3-4c9b-9b95-663e0bf9b196,FALSE,maximized|Advanced|protocol|Innovative,2021-03-05T08:35:31,2021-07-07T01:36:53
1945,in tempus sit amet,,32.582684,-96.875875,532,3724,3fc48406-b1e3-4a6d-9e46-6db989f82a9f,FALSE,zero defect,2021-03-29T16:35:14Z,
1946,accumsan felis ut at dolor,93.29,32.050148,-96.941021,2609,20872,852c4229-4eeb-46b3-b71c-47f66bdf94b7,FALSE,zero defect|protocol|coherent|algorithm,2021-10-05T12:36:51,2021-12-26T10:08:57
1947,ultrices vel augue vestibulum,47.74,32.509419,-96.402178,1461,14610,2aeb8bc8-8b03-4cf0-bb6d-629334db8d09,TRUE,value-added|process improvement|eco-centric,2021-03-15T03:56:19Z,
1948,suspendisse potenti cras in purus,,32.731887,-96.811798,2555,25550,7e63ae29-223b-4fc1-848f-cdec99b27ccc,FALSE,multi-state,2021-03-19T04:46:07,2021-12-26T13:12:38
1949,condimentum id luctus nec molestie sed justo pellentesque,58.87,32.603413,-96.022859,1149,3447,6e62e415-817e-4732-af0a-fa5021e83b1c,TRUE,global,2021-08-12T14:05:57,2021-09-07T19:00:41
1950,diam id ornare imperdiet sapien urna,73.3,32.866638,-96.858531,333,3996,d60e5b2b-497c-4445-bf77-5dc875913d8a,TRUE,Ergonomic,2021-03-09T11:04:08,2021-06-03T04:39:21
1951,et eros vestibulum ac est,14.87,32.31228,-96.451133,1265,5060,ff7a0fa1-2350-4540-be5b-80edf83a0de3,TRUE,,2021-10-16T17:40:30Z,
1952,pede ac diam cras pellentesque volutpat dui,18.5,32.391211,-96.765753,1631,19572,81ad1b98-f252-4265-bb65-1e138f9d7894,FALSE,Centralized,2021-09-23T11:44:08,2021-11-11T13:59:28
1953,sit amet cursus id turpis integer aliquet,,32.381139,-96.756123,1352,5408,878fa0dd-57a1-4266-89ba-c9eb5707620a,FALSE,Face to face|product|neural-net|definition|artificial intelligence,2021-08-24T13:16:34,2021-09-16T23:19:38
1954,donec posuere metus,75.8,32.132227,-96.93111,754,3016,c9434286-263b-4800-b3d2-da07ad2e3360,FALSE,Configurable|Enhanced|grid-enabled|clear-thinking,2021-02-02T01:28:40,2021-08-10T14:47:53
1955,sit amet consectetuer,,32.020664,-96.381253,1055,11605,5dc20b18-2e2e-4007-b732-a155d2442784,FALSE,real-time|dynamic,2021-05-02T11:43:34,2021-08-12T23:40:02
1956,habitasse platea dictumst aliquam augue quam,61.3,32.879258,-96.882096,2288,6864,dc645d2f-67d8-4d5d-97e6-b3d0d90d2d55,TRUE,disintermediate|internet solution,2021-05-08T19:36:31,2021-08-29T00:38:42
1957,non pretium quis lectus,,32.615529,-96.055716,606,3636,e77440e5-8c4e-4097-81a1-1152a1ea29ab,TRUE,Centralized|monitoring|Reverse-engineered,2021-01-27T05:15:31,2021-07-11T01:32:53
1958,quam pede lobortis ligula sit amet eleifend pede,69.03,32.844403,-96.061348,650,7150,eecc2696-0f3a-42a3-af80-e61e40b6d491,TRUE,database,2021-07-30T16:58:34,2021-10-12T14:42:49
1959,elementum pellentesque quisque porta volutpat erat,,32.274207,-96.825491,1705,8525,7c58fc06-ff38-4866-9e80-7fcadf100848,TRUE,Mandatory|Phased|Mandatory|maximized,2021-01-20T21:26:20,2021-03-09T03:40:24
1960,mi pede malesuada in,22.88,32.980528,-96.730403,321,2568,9d665707-ec7d-4f57-b881-93d6b7432857,TRUE,,2021-06-02T22:26:10,2021-07-02T03:10:46
1961,rutrum neque aenean auctor gravida sem praesent id,,32.932636,-96.943683,107,321,b57061ae-37ca-4937-9128-95e58c946a13,FALSE,concept|Extended|open system|24/7,2021-05-05T01:38:21,2021-06-24T16:01:46
1962,sit amet eros suspendisse accumsan tortor,69.14,32.481873,-96.918442,2319,27828,6b17705d-250b-4186-93d8-e291e3bed479,FALSE,data-warehouse|Synchronised|multimedia|ability,2021-04-18T06:34:54,2021-07-13T02:21:29
1963,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,,32.508576,-96.088768,1641,16410,7bf8e5d3-42d4-41b1-a72f-704d6a30420a,TRUE,Total|moderator|regional|Operative|definition,2021-03-23T13:02:51Z,
1964,donec ut mauris eget,50.2,32.193987,-96.425776,889,8001,ec4de27b-6579-4a8e-b924-f7005bea667b,FALSE,concept|groupware|Self-enabling,2021-01-02T16:12:35,2021-10-21T10:16:33
1965,quam sollicitudin vitae consectetuer eget,29.39,32.529628,-96.252759,1041,6246,8d7a2c52-e8ea-4985-86ec-bab824bf4e59,TRUE,fresh-thinking|Face to face|emulation|5th generation,2021-09-02T10:35:36,2021-11-06T02:34:05
1966,elit proin interdum,,32.100794,-96.235615,2073,6219,94f122b4-54cc-416e-9446-5523e3a937d9,FALSE,model,2021-03-23T12:22:37,2021-10-31T17:26:58
1967,in faucibus orci luctus et ultrices posuere,84.74,32.766425,-96.875398,673,3365,6be1009c-d31f-4a92-a71a-ea52d2ca6179,TRUE,,2021-02-13T03:16:53,2021-12-19T09:13:09
1968,nam tristique,56.34,32.973398,-96.947548,2454,19632,e589cb70-bc8b-46b0-91c8-721e41947048,FALSE,knowledge user|approach|next generation|Organic,2021-05-17T17:08:46,2021-09-01T10:26:43
1969,congue elementum in hac habitasse platea dictumst,78.65,32.823836,-96.376026,1988,13916,47d73c88-d5f4-479d-9886-81988f6c4025,TRUE,empowering|intranet|logistical|tangible,2021-01-29T01:45:42,2021-11-03T01:11:28
1970,malesuada in imperdiet et commodo vulputate,,32.400358,-96.375773,945,3780,19878fc3-af80-40b7-8eaf-07eb3c3b72ac,TRUE,workforce|function,2021-05-29T02:12:53,2021-08-07T16:50:23
1971,libero nam dui proin leo odio porttitor,,32.913406,-96.247912,1243,7458,a0b682e5-adfb-4cbe-aacb-5d97a5701ce8,TRUE,Vision-oriented,2021-06-19T07:52:02Z,
1972,dis parturient montes nascetur ridiculus,,32.648696,-96.889173,1640,14760,da637945-ac7b-4f6d-93ba-846dbd10693e,FALSE,next generation|radical|mobile|client-server|Devolved,2021-09-10T23:38:13Z,
1973,posuere nonummy integer non velit donec,8.45,32.073136,-96.053995,1965,23580,ed0d64a8-9343-4675-a9c5-24cf98e71725,TRUE,Quality-focused|budgetary management|monitoring|website|tangible,2021-03-22T05:49:09,2021-04-23T03:13:55
1974,nulla tempus vivamus in felis,28.54,32.111537,-96.840345,120,960,3e7d7087-6281-47ce-8e5d-8403ebc7880e,FALSE,,2021-03-22T17:26:48,2021-12-17T03:20:25
1975,at velit vivamus vel nulla eget eros,15.83,32.277302,-96.060322,571,2284,6851409a-4c23-471c-8f9d-f4ce9d1eeedd,TRUE,next generation|Progressive|Assimilated|empowering|optimal,2021-07-26T23:05:53,2021-10-04T06:40:48
1976,nibh ligula,,32.270103,-96.737105,1525,15250,82593837-4463-4e09-910b-af6beebafc7d,FALSE,optimizing|Devolved|Enhanced,2021-03-04T02:08:24,2021-09-18T19:49:48
1977,duis mattis egestas metus aenean,80.82,32.620049,-96.683553,2106,10530,d7f9b227-c0ab-4e8c-8307-d8d9adcd396d,TRUE,Ameliorated|function|benchmark,2021-09-09T17:24:01,2021-11-11T10:29:44
1978,sit amet consectetuer adipiscing,30.85,32.233928,-96.761779,2157,8628,4d09676d-c263-491f-9a0b-638c37154473,FALSE,Fully-configurable|Extended|collaboration|Operative|model,2021-05-03T11:17:42,2021-12-03T14:35:27
1979,ante vestibulum ante ipsum,24.75,32.341247,-96.562772,1601,9606,84670bec-6c0d-42a2-a4c9-d94fc13ad1c6,FALSE,website|User-centric|pricing structure|eco-centric|clear-thinking,2021-01-26T05:30:51,2021-07-20T01:47:29
1980,mauris viverra diam,78.56,32.790653,-96.680676,1623,19476,e25ab91d-fa9e-429e-a455-989df64ca42e,TRUE,customer loyalty|Compatible,2021-06-03T22:19:07,2021-08-30T06:41:18
1981,elit ac nulla sed,,32.050636,-96.230288,1876,18760,4e1eee26-fd54-48b7-9ab1-24c0d92a34bf,TRUE,Compatible|structure|Down-sized,2021-08-16T00:23:22,2021-11-14T00:51:05
1982,vestibulum sagittis sapien,72.27,32.146882,-96.121792,2411,7233,bb51a703-b38a-49ed-9c25-76201062fa6b,FALSE,uniform,2021-05-20T03:14:38,2021-09-24T03:29:10
1983,elementum in hac habitasse platea,50.84,32.771853,-96.031233,789,6312,835d6fb9-c77f-45d9-acc7-9db353bbc89a,TRUE,motivating|User-friendly|5th generation,2021-08-14T08:12:13,2021-12-08T16:43:19
1984,vitae mattis nibh ligula nec sem duis aliquam,,32.718239,-96.547157,278,3058,e3c7537e-887c-4ecf-8ded-c0990ecb6d31,FALSE,Distributed|Synergistic,2021-09-26T01:54:46Z,
1985,lectus vestibulum quam,1.39,32.997602,-96.438746,616,6776,81a2fc15-f7db-4d14-a2e9-5f97a6729892,TRUE,Exclusive|standardization|challenge|national|local area network,2021-04-01T08:46:39,2021-07-20T15:45:42
1986,elementum in hac habitasse,73.84,32.340969,-96.051985,2569,7707,fcfe7844-7c72-4ce6-ae53-f780d8988283,FALSE,Organic|client-server|Programmable,2021-01-23T00:42:24,2021-12-05T03:45:05
1987,mauris non,57.29,32.675579,-96.661013,1340,12060,6a9824a6-ee13-4bb4-b52f-e6a23ab694b9,FALSE,Down-sized|Adaptive|Multi-channelled|asynchronous|function,2021-04-29T16:24:22,2021-06-16T11:54:00
1988,integer aliquet massa id lobortis convallis tortor risus,79.27,32.855974,-96.318383,2399,21591,9e47ce77-e930-4301-8500-0a86ee07f49b,TRUE,groupware|middleware,2021-01-10T23:35:25,2021-11-10T08:34:40
1989,amet turpis elementum ligula vehicula,,32.333666,-96.886976,2642,18494,e75d2875-2d25-45f5-8fa2-5f41f2caad9e,FALSE,Sharable|upward-trending|Versatile,2021-05-01T13:24:18,2021-05-11T01:09:50
1990,risus dapibus augue vel accumsan tellus nisi,,32.517278,-96.536011,1688,10128,af11107a-c244-4fc7-a57f-647c57f88b7e,FALSE,leverage|database|Vision-oriented,2021-05-31T11:15:47,2021-07-08T22:48:07
1991,tortor id nulla,49.54,32.243747,-96.623743,107,1284,ae709b01-9043-4947-b980-32566d631989,FALSE,Triple-buffered|Exclusive|client-driven|client-server,2021-10-16T04:40:52,2021-12-16T02:35:14
1992,magna vestibulum aliquet ultrices erat tortor sollicitudin,98.41,32.761537,-96.73788,2059,6177,9cde04f8-b784-45b7-aa6d-842f78c1409e,TRUE,solution-oriented|Enterprise-wide|methodology|executive,2021-08-06T00:04:06,2021-12-22T01:17:29
1993,ac consequat metus sapien ut nunc,,32.605427,-96.894112,289,3179,a46972b6-c5ea-4a78-911d-a4dd4fa91b84,TRUE,Automated,2021-10-25T09:43:24,2021-10-27T07:16:21
1994,orci luctus et ultrices posuere cubilia curae mauris,,32.360305,-96.198654,920,10120,ae1bbaef-c716-42fc-8b6a-c8fceaae5f07,TRUE,archive|Seamless|heuristic|24/7,2021-04-26T14:23:20,2021-09-16T02:52:48
1995,malesuada in imperdiet et commodo vulputate justo in,36.39,32.726889,-96.603743,361,3249,a68e193e-e003-483a-869b-9a1b002cd5af,FALSE,Universal|Sharable,2021-04-06T13:23:43,2021-05-20T06:17:16
1996,dapibus duis at velit eu est,,32.573223,-96.823535,869,5214,35e8b154-d261-468b-bca8-de265e4e5a12,TRUE,Expanded,2021-02-19T00:06:23Z,
1997,aliquet at feugiat non pretium quis lectus suspendisse,54.3,32.008541,-96.873758,676,6760,1a74da19-8a08-4a10-b77a-5fd9d3eb45fe,TRUE,background|secured line|Integrated|paradigm,2021-03-11T18:30:36,2021-12-18T01:13:50
1998,nulla facilisi cras non velit nec nisi vulputate,51.16,32.136551,-96.158939,1553,7765,75dac490-a8ac-4bc6-ae11-6c40ad5f9e91,FALSE,cohesive|next generation,2021-01-11T11:05:21,2021-10-22T09:45:58
1999,nascetur ridiculus mus vivamus,,32.493883,-96.877646,1198,14376,3a6c5f97-353e-4835-891c-c7001e020d21,TRUE,human-resource|benchmark|Horizontal|actuating|Exclusive,2021-04-30T22:23:51,2021-07-20T04:28:25
2000,auctor gravida sem praesent id massa id nisl,30.46,32.2572,-96.707339,677,4062,c05c9a4e-8ac0-4535-8af0-5cf318ed7a79,TRUE,upward-trending,2021-01-20T13:56:33,2021-08-11T16:50:37
2001,nullam porttitor lacus at turpis donec posuere metus,60.99,34.083556,-100.070487,828,6624,9acccb25-a396-4430-9301-5bdb1cb230e1,FALSE,Multi-channelled|next generation|Team-oriented,2021-01-27T06:47:31,2021-10-28T14:07:01
2002,elementum nullam varius nulla,,34.17568,-97.419128,988,8892,29ce1e28-cf0c-486b-bfe2-74231c8b75e3,FALSE,Streamlined|human-resource,2021-04-30T03:24:54,2021-08-03T18:24:53
2003,etiam faucibus cursus urna,,31.190212,-101.713153,2637,15822,ef2e9563-fa9e-4552-a91e-f10862b87512,FALSE,Centralized|Robust|adapter,2021-04-01T16:00:19,2021-09-26T13:45:05
2004,praesent blandit nam nulla integer pede,,31.312162,-97.453071,321,963,c9d9ba7f-eb22-49e1-a672-98e5d2839066,FALSE,Vision-oriented,2021-01-03T09:04:51,2021-11-13T14:24:08
2005,quisque erat eros viverra eget congue,7.91,33.965353,-99.081437,2307,25377,61ef212b-fdff-4cf1-9c36-05ec4e85d5fc,FALSE,asynchronous|parallelism|archive|secondary,2021-08-23T04:27:42Z,
2006,donec posuere,37.42,33.081441,-96.456266,1443,11544,0be73b99-f2fb-495e-a2a9-1779643b64e7,TRUE,Customizable|Assimilated|next generation|Distributed,2021-02-22T22:23:54Z,
2007,justo pellentesque viverra pede ac,47.46,30.756802,-96.119872,2303,23030,efa23271-3702-483f-925b-584341d240f5,FALSE,Switchable|Reactive|Polarised,2021-08-21T18:27:59,2021-12-01T18:27:06
2008,malesuada in imperdiet et commodo vulputate,27.22,31.940571,-98.755055,275,825,1585e15a-3e61-4932-a12a-748b5b18362d,TRUE,,2021-04-18T08:23:05,2021-04-25T03:06:59
2009,lacus morbi,34.95,33.618489,-98.386514,455,2730,fadca0e4-46f8-46b2-b639-5459af349e95,TRUE,capability|full-range|Ergonomic|bottom-line,2021-10-11T06:39:58,2021-10-24T17:16:42
2010,suscipit a feugiat et eros vestibulum ac est,91.96,30.212762,-95.663402,824,8240,f98b23cd-f4b9-42c6-b0fc-6552769fdbcc,FALSE,6th generation|Ameliorated|standardization|Secured,2021-04-29T08:31:48,2021-11-02T00:37:23
2011,cursus urna ut tellus,83.2,31.767829,-97.416132,2294,16058,5dc4e93f-2e60-4a0c-8b59-02e3ef3e97ce,TRUE,extranet|Stand-alone|transitional|regional,2021-01-29T00:36:18,2021-11-28T11:11:45
2012,tempor convallis nulla neque libero convallis,,33.998012,-100.804929,1076,5380,50b4d60e-1cf9-4dec-a6d9-ee576bd6ec40,FALSE,Implemented|website|Cross-group|needs-based|Integrated,2021-04-06T10:55:35,2021-09-04T13:55:57
2013,vulputate nonummy maecenas,,33.523968,-104.838842,1059,5295,a0f822cf-20e0-4d56-a6c8-bcb70bb65f2e,TRUE,asynchronous,2021-05-01T03:02:07,2021-12-22T12:38:23
2014,platea dictumst maecenas ut massa quis augue,,30.384275,-102.863975,910,7280,38aef66d-93f7-43cd-9014-d6eacad2ae8d,FALSE,5th generation|access|attitude-oriented|executive,2021-01-04T22:34:00,2021-12-07T03:51:53
2015,id nisl,,31.528322,-97.922148,2028,20280,49470aee-7541-4017-ac8c-fae984af3ffa,TRUE,Face to face,2021-03-14T05:24:53,2021-12-17T14:27:03
2016,sed lacus morbi,,30.834419,-95.574348,1957,17613,faa9a5dc-2acd-4af6-be12-69ac8e094c75,FALSE,,2021-02-15T03:54:50,2021-02-26T03:35:21
2017,magna ac consequat metus,,32.727484,-97.729237,436,3488,f6ec8639-779a-47b3-80e9-b2e944c66a6a,TRUE,Seamless|attitude,2021-11-28T04:51:17,2021-12-02T23:11:26
2018,sed magna at nunc commodo,,33.011287,-104.2826,1794,7176,fdae7fe8-9152-4454-bc5d-79dea810b3ed,TRUE,intermediate,2021-02-03T18:52:12,2021-03-11T02:05:29
2019,amet cursus id turpis integer,,30.95819,-104.072195,584,3504,4ad5ac73-b904-4b19-a81a-e51b7fc13434,FALSE,Self-enabling|Synchronised|application|Re-engineered|circuit,2021-01-24T20:06:00,2021-06-30T00:43:19
2020,ac lobortis,85.57,32.030652,-100.280445,671,7381,f55f62c8-2acf-4993-b3af-ac65565cc03b,FALSE,scalable|Managed|interactive|24/7,2021-07-01T01:22:55,2021-10-08T12:16:36
2021,hac habitasse,44.48,30.179119,-100.886909,1365,15015,12c59faa-987f-4d28-a318-c30c36ebc26f,TRUE,3rd generation,2021-12-12T04:51:08,2021-12-27T06:58:56
2022,nam congue risus semper porta volutpat quam pede,63.9,31.470912,-104.794208,1415,11320,cb865c2c-64d1-46ca-bf92-fe0c1eb78ab7,FALSE,responsive|Down-sized|framework,2021-03-26T22:14:14,2021-03-27T18:48:44
2023,quisque ut erat curabitur gravida nisi at nibh,,34.731448,-95.357891,984,6888,68130154-991b-4e02-ac6f-ab2572befb83,FALSE,framework|instruction set|leading edge|Inverse,2021-07-09T00:03:09,2021-11-25T21:38:10
2024,cras mi pede malesuada in,21.73,29.284333,-96.328252,1723,5169,0f28a6c9-dde0-409c-8e6b-59246daf265a,FALSE,,2021-07-10T23:20:20,2021-11-23T04:03:50
2025,varius nulla,,30.589126,-97.134796,610,7320,5da271da-3abf-4397-b231-212c577634b3,FALSE,regional|bottom-line|Balanced,2021-02-08T17:45:09,2021-03-11T12:23:07
2026,adipiscing molestie hendrerit at vulputate,16.1,32.649358,-98.214485,790,2370,1bef8750-23a0-4161-8b98-ce7784c28fe9,TRUE,workforce|hardware|internet solution|Fully-configurable|Business-focused,2021-03-14T05:11:16,2021-04-15T17:48:04
2027,volutpat eleifend donec ut dolor morbi,75.48,33.070142,-97.627213,1355,12195,4b34f516-35ed-4828-9f9b-737234c7884a,TRUE,high-level|superstructure|Cloned|Realigned|task-force,2021-01-22T21:36:13,2021-03-13T03:13:45
2028,viverra pede ac diam cras,,31.733422,-100.430741,2087,16696,531e0ef8-cdf9-4a53-8528-c3a5d1e2c2ce,FALSE,Synergistic|productivity|well-modulated|Digitized|dedicated,2021-09-04T04:37:12,2021-12-02T12:56:18
2029,nulla nisl nunc nisl duis,78.54,31.91726,-98.565298,2616,7848,18307cb0-fbcb-4122-9fb3-89620eda212d,TRUE,Right-sized|Compatible|matrix,2021-05-31T11:45:35,2021-11-26T21:43:52
2030,libero ut,,30.820001,-94.716047,2188,24068,caa21a29-f12b-4a41-8cb6-61798ef1a263,FALSE,policy|Business-focused,2021-07-09T21:31:51,2021-08-10T16:41:07
2031,duis ac,20.21,34.998915,-94.798943,1864,11184,3f3a2776-8da5-49db-af6e-5bd1942f475b,TRUE,composite|Self-enabling|multi-state,2021-10-18T02:28:23Z,
2032,est phasellus sit amet erat nulla tempus,64.95,31.912111,-95.642052,2565,7695,51e5e105-85fd-4850-b94c-5ecbd0d30790,FALSE,Right-sized|hub|firmware|Adaptive,2021-01-11T20:15:44,2021-01-31T12:14:25
2033,platea dictumst maecenas ut massa,79.75,34.219079,-104.109285,474,5688,5d1f3365-ec8f-471e-b252-439a07e3712b,FALSE,attitude-oriented|implementation|tertiary|capacity,2021-06-01T10:39:30,2021-12-29T05:52:05
2034,consequat ut nulla sed accumsan felis ut,14.89,33.708928,-99.353592,308,2772,6b294c38-8dae-4454-bc18-60409373b3b8,FALSE,Multi-layered,2021-09-10T02:11:08,2021-09-22T15:58:03
2035,sed accumsan felis ut at dolor quis odio,83.57,31.22731,-102.218245,2438,9752,2220ce5e-7b3e-43ed-992c-eba6ec2b9f0d,FALSE,paradigm,2021-04-14T00:56:34,2021-10-10T15:06:20
2036,accumsan tellus nisi eu orci mauris,,33.031991,-100.173467,515,2060,420e34ea-1e13-4351-a12e-f5cd92a51a3b,FALSE,grid-enabled|coherent|Public-key|background|algorithm,2021-01-23T12:32:19,2021-12-25T01:57:49
2037,vestibulum ante ipsum primis in faucibus orci,,32.61967,-102.323616,1238,12380,b4505957-15c1-4c59-88d4-1c5aa2ca3845,TRUE,holistic|moderator|bandwidth-monitored|website|superstructure,2021-06-02T12:54:02,2021-08-30T06:34:18
2038,justo nec condimentum neque sapien placerat,4.73,33.026052,-96.391463,2327,11635,4583202e-49d2-4c0a-a851-68b89bff7a74,FALSE,,2021-04-30T19:52:10Z,
2039,diam id ornare imperdiet sapien urna pretium,,31.527785,-104.170121,2457,7371,e4bbefdb-7073-4123-8701-d817d18cc864,FALSE,empowering|Secured|object-oriented,2021-01-27T07:13:57,2021-07-02T19:09:17
2040,aliquam erat volutpat in,,32.839148,-95.568063,1681,6724,3320de8e-05b2-49cf-9a18-abd1d0dcdd09,FALSE,emulation|complexity|actuating|Synergistic|Configurable,2021-07-06T21:19:16Z,
2041,ut tellus,8.78,34.269327,-102.475954,1573,12584,5462f2c3-4655-4e99-8d98-81ff54abfc09,FALSE,,2021-02-28T11:50:34,2021-08-03T04:10:13
2042,at vulputate vitae nisl aenean lectus,,31.578302,-94.499481,616,6160,177c9b09-04b8-439c-b559-805a12c05f2d,TRUE,executive|Versatile,2021-09-02T06:50:56,2021-10-29T08:19:58
2043,elit proin risus,6.31,34.235021,-102.901707,687,8244,314d9a14-9d57-47e5-af42-962edcd7540d,FALSE,3rd generation|core|monitoring,2021-02-04T09:23:04,2021-05-08T20:33:44
2044,sed tristique in tempus sit,45.97,29.322051,-98.942279,1627,19524,f3bd4a9a-7cdb-45d7-a363-b32c561dfc4f,FALSE,Re-contextualized|budgetary management|Optimized|optimizing|Graphic Interface,2021-03-25T06:13:53,2021-04-24T18:55:51
2045,quam fringilla rhoncus mauris,88.61,29.958909,-100.732185,1753,12271,8d6551fc-c7f3-478f-9714-74ea583ba28b,FALSE,Assimilated|Persistent,2021-02-01T22:47:08,2021-11-07T00:01:51
2046,ligula nec sem duis aliquam convallis nunc,2.19,34.495757,-103.081507,1417,14170,83e9d893-255a-4ba4-b90b-2f5bab38ad47,TRUE,,2021-04-11T15:16:00,2021-04-28T19:37:44
2047,urna ut tellus nulla ut erat id mauris,,31.341362,-103.525925,1042,12504,e86fd06b-5ebc-4927-82ba-c88c8604e8fc,TRUE,Automated|infrastructure|Monitored|Horizontal|Monitored,2021-01-17T12:36:30,2021-04-20T03:18:38
2048,erat curabitur,,34.053718,-99.99564,2360,18880,32943d01-88eb-4b9b-a629-e8440addefe3,TRUE,Organized|responsive|standardization|local area network,2021-06-17T02:48:05,2021-12-09T15:40:12
2049,vivamus vestibulum sagittis sapien cum sociis,73.05,29.056905,-102.75824,766,8426,f6851ec1-c1e6-40c6-bf49-3eb5e41b5d5a,FALSE,project,2021-03-21T09:10:57,2021-09-25T04:33:56
2050,sem duis aliquam convallis nunc proin,4.14,29.600685,-103.999393,824,2472,dbfd31dd-60aa-4bc6-b6e9-e98b244d8176,FALSE,didactic|Assimilated|mission-critical|Inverse|contextually-based,2021-03-28T06:15:10,2021-09-26T06:50:58
2051,erat volutpat in congue etiam,28.6,29.422785,-100.919935,998,8982,4405c321-b10a-4198-a607-e4f626b7b1be,FALSE,mobile,2021-01-05T23:15:19,2021-10-04T09:19:44
2052,dignissim vestibulum vestibulum ante ipsum,11.56,33.728628,-102.104548,310,1240,f9f0e9e3-74db-47a0-88c0-398acb2b1492,FALSE,Grass-roots,2021-04-15T18:47:23,2021-10-20T07:17:30
2053,eleifend luctus ultricies eu nibh quisque id justo,71.4,34.120799,-102.885967,2453,17171,1be8cd88-5d3f-40f8-9de9-d49f10e5d068,TRUE,solution-oriented,2021-04-07T16:44:03,2021-05-23T09:34:25
2054,consequat ut,50.35,32.540732,-104.254426,1117,4468,285bebac-faf9-480d-bbad-1544b1ead30b,FALSE,methodical|maximized|bandwidth-monitored|radical,2021-01-04T03:11:15,2021-01-17T07:45:41
2055,massa volutpat convallis morbi odio odio elementum,,33.910706,-97.132711,1937,17433,521f1dc8-d373-48fb-8981-bb8c1ffdb5f3,FALSE,upward-trending|24/7|Persevering|coherent,2021-04-14T02:46:55,2021-10-04T05:51:21
2056,pede libero,,33.012152,-103.724579,1788,19668,34b2d134-d437-4299-945f-a68d57c2ebb6,TRUE,heuristic|data-warehouse|hierarchy|4th generation,2021-02-02T22:24:24,2021-04-02T12:25:32
2057,justo aliquam quis turpis eget elit,17.77,32.971188,-101.494651,1031,5155,0ccdd453-73a9-41bf-8ccc-636a1c339e08,TRUE,Business-focused,2021-04-06T03:11:30,2021-05-12T12:47:54
2058,in porttitor pede justo eu massa donec,21.55,33.951426,-94.953754,854,10248,f5976cfb-c0f2-487f-888b-dff089fb8cf2,TRUE,Distributed|Mandatory|Proactive,2021-07-19T05:05:36,2021-08-06T12:12:15
2059,in eleifend quam a odio,,29.321786,-98.558627,1599,9594,2e9cdcf1-be3d-4521-a857-279afa22b3fb,TRUE,Organic|superstructure|firmware|24/7,2021-01-09T02:09:55,2021-12-26T05:44:54
2060,ac tellus semper interdum,68.88,30.219401,-94.062361,2253,11265,0bfd8d29-81ac-46d9-930b-ad01a40b1a5d,FALSE,heuristic|even-keeled|open system|Phased,2021-01-31T15:23:58,2021-03-10T14:43:15
2061,viverra eget congue eget semper rutrum,32.3,30.444294,-100.114332,1565,18780,401f0028-581d-476b-ace8-6ce6203ebafa,TRUE,Triple-buffered,2021-09-15T07:19:09Z,
2062,pede justo eu massa donec dapibus,96.52,32.77933,-94.011731,664,5312,527c1343-0710-476e-b2ad-4ddd3ba8ffbe,TRUE,Profit-focused|projection|extranet|open architecture,2021-04-14T21:52:58,2021-08-14T12:55:35
